,condition_concept_id,chi2,p_value,p_adj
3524,441980,7.104807988608318,0.0076877459707300555,0.0412131088411945
757,442980,7.091919016771954,0.007743229002070327,0.04148437378978031
2967,4002357,7.085150041436739,0.007772531141503242,0.04158891505626766
3175,40483317,7.085150041436739,0.007772531141503242,0.04158891505626766
1544,4051605,7.082788478299747,0.007782780742211268,0.04159137607960323
389,442013,7.082788478299747,0.007782780742211268,0.04159137607960323
550,444130,7.055408197211545,0.00790262998958495,0.04220530925298763
1390,40484102,7.039092706654248,0.007974942089889758,0.04256475058906612
2146,441283,7.02419334034879,0.008041568885252417,0.04289341545385423
3520,381575,7.00922102954179,0.00810909550064758,0.043226464535133305
65,73090,6.98864533302194,0.008202841390913778,0.043698773227958856
786,4194160,6.978174569795058,0.008250972636549387,0.04392764065962415
2460,4205002,6.964408753642873,0.008314690295403576,0.044239150557322596
974,77234,6.961682825158399,0.008327367361702608,0.044269148209902964
866,40480602,6.96095655277616,0.008330748262637971,0.044269148209902964
2112,4200967,6.959529310260125,0.008337396371230441,0.04427678560396566
2444,377877,6.9264160185387205,0.008493171827952398,0.04507587821493537
2754,4033319,6.918550077769318,0.008530611503033029,0.04524632081227943
1303,376124,6.914036186366893,0.008552172588930077,0.04533238333633117
3034,192279,6.912464134370954,0.0085596947504177,0.045343969011408476
1843,4010963,6.91024154407833,0.008570341248405697,0.045372080740002
682,4008576,6.905320263001546,0.008593963078572447,0.04546880714734127
631,4062387,6.899759098187946,0.00862073651504721,0.04558207726717868
7029,199066,6.897632615400809,0.008630996711926674,0.04560794717738865
2781,23653,6.89308363493156,0.008652987351418414,0.045695732458049886
4574,443237,6.888687088048623,0.008674295594199577,0.045779807244666966
1401,132703,6.887406934631959,0.008680510057679709,0.045784167573000925
1550,77644,6.8812951395133375,0.008710242442478831,0.045827201259283364
2973,4178114,6.8812951395133375,0.008710242442478831,0.045827201259283364
2256,4308861,6.8812951395133375,0.008710242442478831,0.045827201259283364
2319,380729,6.8812951395133375,0.008710242442478831,0.045827201259283364
2851,138845,6.878965002707932,0.00872160541436413,0.04585858985510644
1842,4339010,6.8668140751458075,0.008781106065669779,0.046142893160170756
2320,4009890,6.865587823782277,0.00878713380872803,0.046146029649420314
1576,197236,6.862166742289635,0.008803972827756072,0.046205903099100276
1584,37017436,6.8568354477760645,0.0088302800450958,0.0463153639155426
2727,374952,6.851318836063967,0.008857586431714852,0.046401302040863804
1933,35624825,6.851318836063967,0.008857586431714852,0.046401302040863804
2848,192667,6.847436054008289,0.008876857429792303,0.04647360294574565
2667,255919,6.8285327998219545,0.008971292939215619,0.046910200679701614
1296,75865,6.8285327998219545,0.008971292939215619,0.046910200679701614
4122,37016767,6.814524666994872,0.009041936815653632,0.04719246752003004
2650,4199185,6.814524666994872,0.009041936815653632,0.04719246752003004
4098,200773,6.814524666994872,0.009041936815653632,0.04719246752003004
964,435553,6.802602992040373,0.00910250709948729,0.04747943697013106
3929,4304798,6.792762594229686,0.00915281599769089,0.047683309339288465
1326,45757804,6.792762594229686,0.00915281599769089,0.047683309339288465
994,4347178,6.782014231028163,0.00920809231376315,0.047935448983626054
408,432312,6.781160566396359,0.00921249713902099,0.047935448983626054
645,43531681,6.774448545443963,0.009247205776620896,0.04808660188736093
849,312349,6.772519804015113,0.009257204271705125,0.048109152719681005
1932,4308835,6.739358482485535,0.0094308532612186,0.04889198301438343
1379,442023,6.739358482485535,0.0094308532612186,0.04889198301438343
3161,312927,6.739358482485535,0.0094308532612186,0.04889198301438343
3262,42539474,6.739358482485535,0.0094308532612186,0.04889198301438343
2552,438112,6.726862054309784,0.009497153141617363,0.04917569180031855
2374,261600,6.726862054309784,0.009497153141617363,0.04917569180031855
4888,4338117,6.710549503713638,0.009584418594206529,0.049446754581039996
4321,434085,6.710549503713638,0.009584418594206529,0.049446754581039996
5421,440385,6.710549503713638,0.009584418594206529,0.049446754581039996
4009,46273829,6.710549503713638,0.009584418594206529,0.049446754581039996
2963,439249,6.710549503713638,0.009584418594206529,0.049446754581039996
2668,433329,6.710549503713638,0.009584418594206529,0.049446754581039996
1554,4028253,6.706435173807934,0.009606558013044811,0.04953090014371466
1438,4227449,6.7023803960499535,0.009628428243497739,0.04961355657064905
1709,4221495,6.693023097048304,0.009679093559615241,0.04984439877336406
