,condition_concept_id,chi2,p_value,p_adj
820,439005,21.51999077751168,3.5015934441052684e-06,3.914873617705588e-05
96,4109135,21.47421138709027,3.58619227435904e-06,3.999712202809339e-05
902,380097,21.473838178997646,3.5868903125111407e-06,3.999712202809339e-05
940,45763828,21.469223167401086,3.5955333783420072e-06,4.0040952969557056e-05
181,4266809,21.45755743598078,3.6174744365353804e-06,4.0232565820996235e-05
119,4286201,21.45191948033354,3.6281264818460066e-06,4.0298288517968e-05
1464,440690,21.41934334000885,3.690293296298113e-06,4.093527694340087e-05
1008,4168222,21.36312296353193,3.80010645263962e-06,4.2098441366465256e-05
847,378161,21.32213035602011,3.882237535147269e-06,4.295230772935722e-05
1261,81931,21.305593785729858,3.915871607197688e-06,4.326808978720255e-05
1399,75347,21.275995165181058,3.976804624882988e-06,4.3884297269650324e-05
1017,4038838,21.24394054379016,4.043867345775109e-06,4.456646022963826e-05
569,81186,21.061542131515008,4.4476559925026135e-06,4.895302197965635e-05
1073,4308802,21.004612207131828,4.581790569696683e-06,5.036413256237091e-05
1316,4308394,20.97544728912593,4.6520721457814785e-06,5.105589260373893e-05
1282,81893,20.973526092554238,4.656739645509906e-06,5.105589260373893e-05
3473,73923,20.911859456739794,4.809080038295017e-06,5.2658186965712324e-05
1656,434911,20.815408146169254,5.057444307059584e-06,5.530644051104927e-05
449,72404,20.63556683602188,5.555440664290278e-06,6.067426648390037e-05
2205,433450,20.624449265933798,5.5877941837973475e-06,6.094927750927607e-05
1068,140842,20.566477603945533,5.759588487308844e-06,6.274259407264518e-05
1618,441534,20.512845949020438,5.923239277698979e-06,6.444271977286585e-05
312,135340,20.49910382249634,5.965917750695786e-06,6.480074436705751e-05
3674,135893,20.49734584953603,5.971399651571853e-06,6.480074436705751e-05
1976,37109050,20.45664604768828,6.09973737894374e-06,6.61090159552104e-05
168,72711,20.429294515090866,6.18753623951316e-06,6.697515341037365e-05
1052,4111412,20.4175845605082,6.225512130640398e-06,6.730047910184664e-05
2632,257315,20.275381021023613,6.705791941186855e-06,7.240039914137829e-05
1361,40482237,20.257706461317472,6.768028608743973e-06,7.297961813261108e-05
3204,432436,20.228318150495117,6.872798663706449e-06,7.401542489925691e-05
3512,4134455,20.192616993117607,7.002266916818383e-06,7.531425568633646e-05
718,195603,20.163777465814235,7.108637448435218e-06,7.636168444924658e-05
775,440371,20.130702570808264,7.232628017683045e-06,7.759550538668287e-05
363,4168700,20.085599943088422,7.405214373765742e-06,7.934691870603721e-05
1046,443740,20.060539876880352,7.50288788002123e-06,8.029223969337581e-05
619,137989,20.036177542516512,7.599081605907744e-06,8.121936654767056e-05
1069,4031019,19.99404299309812,7.76837980888259e-06,8.292452667848662e-05
773,381292,19.97207145607069,7.858159109064492e-06,8.377763858183312e-05
2610,375806,19.962700225205325,7.896767685933408e-06,8.408375316713806e-05
1174,4120275,19.95873393291582,7.913165733795223e-06,8.415290267842054e-05
128,4115991,19.828968446906014,8.468941164945231e-06,8.995074134817454e-05
728,4130851,19.807568111949656,8.56429052983517e-06,9.084990840450615e-05
163,4031106,19.79222250803435,8.633325818741487e-06,9.146804174793817e-05
1210,4353709,19.775778166225283,8.70792426361683e-06,9.214350245074994e-05
1532,44782719,19.73556534776137,8.89308426500428e-06,9.398574253699175e-05
2266,4141640,19.69839830540521,9.067733455968186e-06,9.571246108740581e-05
57,197925,19.687266820231898,9.12070778297866e-06,9.615217621832466e-05
2407,73574,19.68269995236815,9.142531125032037e-06,9.62628091318429e-05
18,256449,19.639228290562162,9.352908617648424e-06,9.835602045069141e-05
853,318169,19.62264694146607,9.434427242855206e-06,9.907848690859537e-05
527,4112026,19.620520989449503,9.44493049264002e-06,9.907848690859537e-05
2036,437116,19.593324923360523,9.580332755505592e-06,0.0001003749536664994
317,4146581,19.548406677625564,9.808250665262024e-06,0.00010263633731863475
1873,4098302,19.5317675881426,9.89405352382541e-06,0.00010340685460263778
224,4094683,19.49867889781213,1.0066928247015768e-05,0.00010508438490773094
2437,432590,19.444056820055458,1.035896750309147e-05,0.00010800018021321254
915,4084966,19.40677051264163,1.0563191282327312e-05,0.00010999440726217546
2902,4015216,19.397157057808343,1.0616498285844658e-05,0.00011041418107077364
1364,4216972,19.33602747114134,1.0961842058844767e-05,0.00011386646940587284
437,4010658,19.33316301543735,1.0978298300770264e-05,0.00011389816930603776
185,81378,19.28254373290772,1.1273232308085133e-05,0.00011681543283146265
3474,4117116,19.277802626809123,1.1301260686788456e-05,0.00011696323027483742
200,435510,19.262169903160625,1.1394174630176694e-05,0.0001177813890907681
894,439253,19.237432650919125,1.1542771698146586e-05,0.00011917245579483784
988,79936,19.22286922165428,1.1631162936475345e-05,0.0001199393100379017
2016,200848,19.219172331692043,1.1653708796407555e-05,0.0001200261377491818
2284,4313365,19.2163999716957,1.1670645107011293e-05,0.00012005505021098663
1598,4317982,19.181737241159254,1.1884497456396337e-05,0.00012195963150603825
2178,4144895,19.181737241159254,1.1884497456396337e-05,0.00012195963150603825
1953,4291304,19.162619422179073,1.200412436851643e-05,0.0001230386547156624
1416,441818,19.15710194071228,1.2038873507227136e-05,0.00012324615444687828
1700,195771,19.15118065551204,1.207627818714211e-05,0.00012348030776912939
37,4216188,19.13753098696877,1.2162948164667343e-05,0.00012406791183094647
1837,436681,19.13753098696877,1.2162948164667343e-05,0.00012406791183094647
232,4280726,19.110296323839503,1.233774852919336e-05,0.0001257000590558225
1583,36717115,19.08596780365959,1.249602873557733e-05,0.0001271601870253899
558,4263748,18.980876173714677,1.320351874303944e-05,0.00013419892196125133
2306,4251304,18.96014786263927,1.3347744317593157e-05,0.0001355027281560204
1162,4232337,18.770724750322366,1.474126381170611e-05,0.0001492926324291619
913,443614,18.770724750322366,1.474126381170611e-05,0.0001492926324291619
1290,4119189,18.696247694764498,1.532838317206228e-05,0.0001550538950154919
451,261599,18.658761838115247,1.563272142437302e-05,0.00015794439232211363
621,45757320,18.607991752381373,1.605461103623318e-05,0.0001620142873810847
2214,4204991,18.5985833997064,1.613403959492378e-05,0.00016262269802854964
1694,141663,18.55952265668435,1.6468047218628058e-05,0.0001657926507306666
1059,372888,18.529446652715684,1.6729952168452227e-05,0.00016823006340276755
3051,78162,18.50126898493089,1.697912127865265e-05,0.0001705337984689262
524,81379,18.456794529183355,1.7380006767234125e-05,0.0001743540938620878
133,4191597,18.439795495608287,1.7535732820995317e-05,0.0001757088700235816
2474,254669,18.413330576206157,1.7780969084161468e-05,0.00017774693448014117
896,45772671,18.413330576206157,1.7780969084161468e-05,0.00017774693448014117
2884,81303,18.40046831560278,1.7901397911569793e-05,0.00017874051475277148
1409,40483262,18.265572032604595,1.921486841644565e-05,0.00019140531879781794
1773,4168686,18.265572032604595,1.921486841644565e-05,0.00019140531879781794
1948,78272,18.260113473569202,1.927000985888561e-05,0.00019172982877160543
1183,375265,18.256774799325164,1.9303814903792938e-05,0.00019184153828950712
768,4183031,18.22171595297084,1.9662413564909595e-05,0.0001951770187628935
2290,4300557,18.203315880058476,1.985328844147897e-05,0.00019684176416248167
405,77630,18.14332940980457,2.0488586534521975e-05,0.00020290386921192682
1621,45769876,18.140993047050834,2.0513739291852036e-05,0.00020291646421753985
2424,439256,18.079691581520635,2.118489882027197e-05,0.00020931172706494292
1192,137858,17.958314699216256,2.2579591447819406e-05,0.00022283250700594833
799,37016130,17.942475164215807,2.2768276731148802e-05,0.00022443392968047723
1115,438531,17.92186660783881,2.301614556493741e-05,0.00022661435557969084
1797,4090039,17.912932402086394,2.3124442225362328e-05,0.00022741711295012004
1723,76240,17.889165539311122,2.341503322226332e-05,0.00023000871362956234
2872,434657,17.78751205720073,2.4699910049228255e-05,0.0002423500412104994
286,4115170,17.783565655869744,2.4751195855603587e-05,0.0002425731386217574
421,45768964,17.712560478594234,2.5692450795348554e-05,0.0002515077815761252
2670,4294416,17.666043799283635,2.6328500793321277e-05,0.0002574375963646155
3790,379812,17.656972277092244,2.645437276002884e-05,0.00025837104062294833
425,4308093,17.63592050119392,2.674881172263173e-05,0.0002609467889864544
1670,253549,17.59915115219402,2.7271004664504196e-05,0.00026573592503932586
3249,40490423,17.528931399011192,2.8296890657404848e-05,0.00027541658638713514
1020,4188155,17.524313575946266,2.8365698926060613e-05,0.00027577041621823457
2115,375393,17.504910987460992,2.8656651132816862e-05,0.0002782806453434798
1693,4003171,17.44990412651897,2.9497916440699057e-05,0.00028612305479066197
2260,4073658,17.4403065758075,2.9647222576826855e-05,0.00028691623033633005
3656,37016342,17.4403065758075,2.9647222576826855e-05,0.00028691623033633005
3087,4328217,17.4129649143677,3.0076745278528498e-05,0.0002907418710257755
2426,4150985,17.396295335355397,3.03416784273056e-05,0.0002929695927236542
2278,4038038,17.360809397930872,3.0913500954414744e-05,0.00029815211987475833
1855,4171569,17.35632958764981,3.0986454659237374e-05,0.0002985168993645578
1195,4083820,17.352912383095244,3.104222014252975e-05,0.000298715452492724
627,375545,17.34690449639353,3.114050772238442e-05,0.0002993222784130096
1912,435993,17.26383234304975,3.2532052682632894e-05,0.00031208819913985844
3469,4272156,17.263246162384714,3.2542090671756454e-05,0.00031208819913985844
1112,40481042,17.25619109483762,3.266314891296025e-05,0.00031289602741084926
2268,759859,17.245467838310205,3.284801716432538e-05,0.0003143126146906225
1897,78097,17.213701107943503,3.340186898909892e-05,0.00031925273430863165
1913,4052509,17.195251480986904,3.372783633899913e-05,0.00032200609592412987
2364,439013,17.142653552563907,3.4674793292745344e-05,0.00033067532952688793
578,4168681,17.114112860946832,3.5199769198083185e-05,0.00033530542474900543
51,79916,17.021900115101978,3.695115761683297e-05,0.0003515946094851397
298,4056713,17.015487457122234,3.707616130898197e-05,0.0003523894213002459
662,4246451,16.983360508891224,3.770884944072489e-05,0.0003580023393271949
1578,435784,16.971204316084496,3.7951066249787546e-05,0.0003598595616685068
430,30133,16.969298806039113,3.798917580518426e-05,0.0003598595616685068
642,4093672,16.964498158961987,3.808535774671074e-05,0.0003603689140020057
479,78236,16.956595139093647,3.824422984287284e-05,0.00036146965625683035
553,435119,16.938519208837047,3.8610113958668577e-05,0.00036452237589645214
1801,24970,16.91946136121033,3.899968503940493e-05,0.00036779170230835043
747,194984,16.87498134214689,3.9924367226211915e-05,0.0003760946211985839
600,439154,16.831571163353935,4.084805811117837e-05,0.0003843698225588955
2045,4234788,16.71613478242775,4.3410231824878405e-05,0.00040802736705308827
1150,314487,16.698380245387003,4.381839476902663e-05,0.00041095463615057313
2546,192680,16.698380245387003,4.381839476902663e-05,0.00041095463615057313
1836,36712827,16.67274514415171,4.441454282558848e-05,0.00041608640616210067
852,40481385,16.62634239422768,4.551446292810095e-05,0.0004259211360132971
457,381537,16.606267448037013,4.599876298830478e-05,0.00042997963598638696
944,443580,16.595343537781645,4.6264471281237644e-05,0.00043198814557876515
992,4057513,16.575748434455882,4.6744966590340366e-05,0.00043595935843310896
1324,36712821,16.573825463361338,4.6792389654112675e-05,0.00043595935843310896
2529,45763763,16.56815791363775,4.693244064780173e-05,0.000436459277490507
156,25297,16.567497823802213,4.694877952528227e-05,0.000436459277490507
376,23325,16.558433211995883,4.7173730761169184e-05,0.0004380712462050869
1198,315296,16.427502729165766,5.0546500914687184e-05,0.00046887949593023693
572,436278,16.40228872012159,5.1223342209109676e-05,0.0004746398459659814
794,199866,16.379971842857536,5.183001270730535e-05,0.0004797381459411477
2486,381570,16.332834759350575,5.313525883479969e-05,0.0004912843246129412
490,433495,16.31455393581531,5.365031325601693e-05,0.0004955072953656259
967,4302537,16.296514158321322,5.416349791764669e-05,0.0004997038456093854
1793,138519,16.268023221507953,5.498406441089242e-05,0.0005053057983030023
723,4150981,16.267742610224207,5.499220814876853e-05,0.0005053057983030023
1153,4009187,16.267742610224207,5.499220814876853e-05,0.0005053057983030023
552,4149353,16.2671787722449,5.500857519480724e-05,0.0005053057983030023
2388,75941,16.23652821942691,5.5905707721213225e-05,0.0005129922230098799
1355,4133610,16.232071745735173,5.6037366942309314e-05,0.0005136456385208222
956,4014295,16.21035345548053,5.668347461850332e-05,0.000519008064475671
1858,4224940,16.16494416073243,5.805868849922051e-05,0.0005310276385122461
1671,4053599,16.09249144232942,6.03227343837092e-05,0.0005508446009283014
888,40482662,16.09147919135772,6.035498687351402e-05,0.0005508446009283014
2458,4227210,16.080702451796576,6.06994339891213e-05,0.0005530758553156049
192,257004,16.079760248916887,6.0729642580847284e-05,0.0005530758553156049
733,4000968,16.075797768216255,6.085685189955917e-05,0.0005536409749363536
219,4289526,16.067608056952686,6.112061990074289e-05,0.0005554458901568046
1498,195590,15.989766273514888,6.368581159359694e-05,0.000578139253323497
489,132446,15.942920553046584,6.528147440427547e-05,0.0005919921963854094
1116,4180849,15.902398899190544,6.669412983108356e-05,0.0006041578050903166
950,44783028,15.897467558720518,6.6868130491601e-05,0.0006050889294857654
2052,139906,15.892342272391248,6.704945838620156e-05,0.0006054402209432037
1667,43531616,15.892342272391248,6.704945838620156e-05,0.0006054402209432037
557,201337,15.85885712210483,6.824636522265923e-05,0.0006155938060477022
952,136368,15.843669102926267,6.879631420467928e-05,0.0006198963751825661
1322,440320,15.83539532562363,6.909777604878369e-05,0.000621953181235715
1809,42539051,15.813765138135896,6.989218242853056e-05,0.0006284379620055282
1603,316437,15.787126369867789,7.088317406678648e-05,0.0006366747674899416
755,31821,15.781501878145702,7.109421193477794e-05,0.0006378960071909272
933,374043,15.764562871685031,7.173361014863932e-05,0.0006429540985580046
1624,197921,15.635759336024334,7.678865081765527e-05,0.00068753758271614
1672,4053600,15.599257010540146,7.828534403855519e-05,0.0007002005982058983
3326,441553,15.56519406449982,7.970847947742313e-05,0.0007119506935372258
462,4256761,15.5638152528089,7.976663060461798e-05,0.0007119506935372258
1264,4151985,15.553156275494606,8.021761370677842e-05,0.0007145691640954457
1090,435459,15.552906884578768,8.022819613358307e-05,0.0007145691640954457
1702,134452,15.494820461662766,8.27316410665646e-05,0.0007360950305158108
1531,4250169,15.492474862491726,8.283436797396365e-05,0.0007361332741199659
815,4002818,15.49076784826644,8.29092083479825e-05,0.0007361332741199659
1536,4221679,15.391793972247854,8.736687971304074e-05,0.0007749022723608634
1557,4112020,15.383395978941348,8.77560384520286e-05,0.0007775422927287663
529,437969,15.34180156363191,8.970936905264942e-05,0.0007940213633753772
2090,4049367,15.338411754040797,8.987047419496874e-05,0.0007943814361516723
289,140168,15.3370131450665,8.993702972553946e-05,0.0007943814361516723
2539,4236312,15.321512932485117,9.067796649921414e-05,0.000800094165466067
535,4258683,15.310118301777782,9.122656399785438e-05,0.0008040997036200921
2794,4093531,15.213787760459713,9.599994432396543e-05,0.0008452969190888438
785,4128329,15.19967424982634,9.672010356589254e-05,0.0008503393194087268
681,442111,15.197856306881707,9.681326072410971e-05,0.0008503393194087268
1929,4055993,15.196458913632757,9.688492895555666e-05,0.0008503393194087268
830,4004352,15.19279715238483,9.707298338548488e-05,0.0008503393194087268
1036,40481325,15.19279715238483,9.707298338548488e-05,0.0008503393194087268
2175,78605,15.180981537520415,9.768229798066455e-05,0.0008547955570975352
1746,257628,15.154309685724314,9.90719159997113e-05,0.0008657478854905876
596,140173,15.151117689811574,9.923954813084998e-05,0.0008657478854905876
3382,435226,15.151117689811574,9.923954813084998e-05,0.0008657478854905876
2251,4054067,15.090595744691193,0.00010247251613730845,0.0008930348406345742
1237,4290728,15.072240404214181,0.00010347381758214127,0.0009008371188478016
577,4163710,15.063776086170352,0.00010393886589059675,0.0009039596146083937
1808,138148,15.00410395034789,0.00010727762519608187,0.0009320429256555292
287,377575,14.989059596343123,0.00010813628728433117,0.0009385434454085413
1719,321882,14.986470415796411,0.00010828476188958462,0.0009388730834446944
749,4042728,14.983456704952616,0.00010845783928667352,0.0009390203084152983
870,46272242,14.982327416280718,0.00010852276601904472,0.0009390203084152983
3235,4128914,14.934632399905803,0.00011130093399484819,0.0009620793857113174
1387,439392,14.902199382454082,0.0001132308956354228,0.0009767745382885152
1235,198464,14.902199382454082,0.0001132308956354228,0.0009767745382885152
2718,4194894,14.89397708088228,0.00011372550210459285,0.0009800462387248737
288,436948,14.886590667761974,0.00011417168035290142,0.0009828943950948362
1609,192953,14.85661095171007,0.00011600077553124473,0.0009976301515070714
1626,75344,14.832893701801968,0.00011746866660441326,0.0010092328211705759
702,376707,14.817845120831027,0.00011840972368405461,0.0010162903253973859
1519,376125,14.813863173668846,0.0001186600003977295,0.0010174107198582317
2451,4323418,14.804353224659964,0.00011925988440595219,0.0010215234251989675
544,74396,14.759897967774576,0.00012210485138621315,0.0010448387937851491
309,435224,14.721071124780773,0.00012464546461620556,0.0010655055461206223
2475,4058219,14.716197902870668,0.0001249680775254983,0.001067189703250411
1000,4097159,14.65796218909302,0.00012888902002079097,0.0010995682762215471
526,4057044,14.643553269714495,0.00012987812160080898,0.0011068950844955606
763,43530807,14.641265795924504,0.00013003584681069353,0.0011071288480465561
4446,138996,14.55335468047922,0.00013624585306925768,0.0011580722872295253
1342,4160328,14.552717982509986,0.00013629190152165767,0.0011580722872295253
1625,444191,14.535509840489626,0.0001375424131907271,0.001167530354527081
3349,381021,14.50763197963483,0.00013959285620853803,0.0011837529932175125
1253,36676837,14.453178240535614,0.00014368718633891458,0.0012172582475790201
2568,4290976,14.403984157360437,0.0001474899308499335,0.0012482290263265787
601,4163735,14.401401092311652,0.00014769238124648782,0.0012486986701009026
293,4104431,14.370625188121638,0.00015012611206542724,0.001267570447578998
2144,4117713,14.369412457926394,0.00015022283637896328,0.001267570447578998
2717,4324765,14.317567827560502,0.00015441705583851823,0.0013016683764483028
271,439080,14.314321657343973,0.00015468355969658256,0.0013026226033120536
2509,42537744,14.304956202609933,0.00015545504284224663,0.0013078232663669006
2148,4245975,14.302763369328508,0.0001556362375026334,0.0013080525322056143
1909,192963,14.279462606817102,0.00015757477521091955,0.0013224815007368427
3731,195306,14.278393239756353,0.00015766432390801715,0.0013224815007368427
1356,134057,14.251644620954721,0.0001599210013451396,0.0013400875231061647
19,261880,14.181555927680446,0.00016598962641219665,0.0013895703011078176
2216,40490888,14.152261159725818,0.0001685943519516865,0.0014099864257219293
4078,4328879,14.06215645735026,0.00017686687514800013,0.0014777166549975978
3562,377574,14.053785234920412,0.00017765589587616468,0.0014828508322787537
3632,443616,14.007830224189023,0.00018205092214781487,0.0015180438522963524
864,443465,13.94978334559152,0.00018775929350650983,0.0015641085460047198
1031,318566,13.93610554036793,0.00018913042244378254,0.0015739874627863078
2941,376112,13.916895704028683,0.00019107315705700758,0.0015885994280952968
2594,439248,13.862041227591021,0.00019673210052692695,0.0016340495192348958
2207,195596,13.838930980075551,0.00019916649029671192,0.001652653972706212
3607,4222001,13.821035456600406,0.00020107240135017028,0.0016668411651438017
1896,443236,13.769776815475119,0.00020663386785442118,0.0017096085444586338
2307,141232,13.769776815475119,0.00020663386785442118,0.0017096085444586338
2855,4214530,13.744917179134074,0.00020938664335596078,0.0017306987437700377
1393,440853,13.720884571722728,0.0002120829626211943,0.0017512817622859942
1258,436658,13.716728575814086,0.00021255277678419152,0.001753457227509976
2564,4203555,13.714762059609145,0.00021277544675706112,0.0017535916305477675
2249,4121803,13.669239148662975,0.00021799625060122137,0.0017948780439521104
1269,381033,13.663706790202117,0.00021863946449429588,0.0017984312970068075
1828,436397,13.624009131580586,0.00022331131073366413,0.0018350833726343753
1064,4137430,13.619785466364114,0.00022381425913372543,0.001835665791369947
1786,42539502,13.619785466364114,0.00022381425913372543,0.001835665791369947
683,4113129,13.567323814348331,0.00023015729415782428,0.0018858693620627126
1792,196734,13.549407636521657,0.00023236474854715353,0.0019021226092535294
3811,4326356,13.54029894752517,0.00023349519944337207,0.0019077006823753197
2487,37207866,13.54029894752517,0.00023349519944337207,0.0019077006823753197
1616,4311499,13.50897056389083,0.00023742574947573314,0.001937950617958986
1166,4102501,13.504989791188805,0.00023792994027877886,0.0019402022097397159
1067,4137468,13.477842620434043,0.00024139719659378546,0.0019665886667856137
2309,40492482,13.439214463300672,0.0002464187812692835,0.0020055750808861132
3300,4023310,13.416065410609939,0.00024947842814946616,0.0020285341664937934
1988,4184423,13.370944736816273,0.00025555259314802466,0.00207395452146969
2607,4242816,13.370944736816273,0.00025555259314802466,0.00207395452146969
30,434005,13.364817870521069,0.00025638880984318717,0.0020787554553793526
2591,4099651,13.327887993002022,0.0002614878697322115,0.002116296545296977
1252,4347174,13.32767790789503,0.0002615171675369926,0.002116296545296977
2498,78474,13.308383003575324,0.00026422212905201185,0.002136151694153135
3426,4347307,13.299733144443351,0.0002654438947434461,0.002143989328550439
3479,4197184,13.293676857019676,0.0002663027142816096,0.002148883345917224
2318,4307254,13.271910079896202,0.0002694125685292148,0.002171915175325179
2995,434592,13.261232204841116,0.00027095149134095204,0.002182251016041772
2786,4134577,13.25190519514252,0.0002723029727400181,0.0021910590524355433
2573,434494,13.215460478180468,0.0002776492760118865,0.002231963952954588
739,37018854,13.15922744508692,0.00028610682014457975,0.002297778497890826
2106,4193620,13.15058914590565,0.000287428854521345,0.0023062162198941158
685,261325,13.092202150310808,0.0002965275547727284,0.002376976068777239
2554,4166126,13.075898963323787,0.0002991196287801315,0.002395494331521939
58,4081648,13.069199068986155,0.00030019146928894446,0.0024018144204784944
2336,4307981,13.056451677275918,0.0003022414850891629,0.002415941579306319
1417,4165998,13.041627410033684,0.00030464325974574895,0.002432315747085666
2333,196151,13.040280369403707,0.0003048624538832805,0.002432315747085666
2014,44782715,13.03731787062449,0.00030534507935697254,0.002433880993711253
197,36717286,13.014562944937563,0.00030907789607902776,0.002459021426014512
2674,437082,13.014562944937563,0.00030907789607902776,0.002459021426014512
2076,4001454,12.97713825415418,0.00031531754642857753,0.002506317298413118
2964,372912,12.966531326514975,0.00031710898297234504,0.002518200961043005
3669,434770,12.940609088843736,0.0003215303782685042,0.0025485481568539928
876,4329707,12.940609088843736,0.0003215303782685042,0.0025485481568539928
3594,4085898,12.927956523831881,0.0003237109706537375,0.002563440929771489
1172,317305,12.922337320455853,0.0003246841821867171,0.0025687537207081334
1868,435829,12.881981482247753,0.00033176079708748923,0.002622299063118508
2526,22340,12.866461735003167,0.0003345234975253268,0.002641678585941173
2493,4111099,12.802856118327803,0.00034609058660778477,0.002728702768670988
2252,37312520,12.80060630020472,0.0003465070362946918,0.002728702768670988
2366,435506,12.80060630020472,0.0003465070362946918,0.002728702768670988
1372,375801,12.789750114551902,0.00034852367054544724,0.0027420422487265416
931,80242,12.7638891184791,0.00035337539758535224,0.0027776417699192763
2184,432586,12.75975574361338,0.00035415714071251035,0.0027812137011406658
2192,4159742,12.733068382242188,0.00035924666628340326,0.0028185770299262026
1092,4108235,12.727673224639776,0.0003602845027661316,0.0028215091428606637
1280,43530687,12.727673224639776,0.0003602845027661316,0.0028215091428606637
6,195867,12.720214619565878,0.000361724255076413,0.0028301758705195964
1752,4141190,12.674797700789956,0.0003706173117890555,0.002893238988948887
3436,4044404,12.674797700789956,0.0003706173117890555,0.002893238988948887
1614,759860,12.673846805606061,0.00037080584429390815,0.002893238988948887
1736,4058370,12.664228288118395,0.00037271833941861953,0.002905493330311936
1947,4345578,12.643407831561746,0.00037689231736520663,0.0029353382407444188
1028,194992,12.570805679874182,0.00039181962463675124,0.0030460122145823196
2110,312622,12.570805679874182,0.00039181962463675124,0.0030460122145823196
498,4151134,12.554658644337085,0.0003952197863943853,0.003069636677324581
1428,372914,12.548638641788695,0.00039649505208317606,0.0030739219503200244
2270,318443,12.548638641788695,0.00039649505208317606,0.0030739219503200244
1612,4265749,12.49942886725351,0.00040707644557705076,0.00315307981592361
1004,76786,12.490514666768988,0.00040902349332759747,0.003165275612754641
4075,138994,12.398792105016316,0.000429611656639328,0.0033215743825881438
3258,135333,12.396550864764762,0.00043012760743552146,0.003322540254890569
3470,4004623,12.385094390358304,0.00043277475858333387,0.0033369211648662327
4045,35622934,12.385094390358304,0.00043277475858333387,0.0033369211648662327
1460,444044,12.378298012405551,0.0004343529024602098,0.0033460531388979173
2347,4195677,12.361505499216493,0.0004382771293426907,0.003373225333355836
1484,4043731,12.337889494371463,0.00044385654322189543,0.003406909708903745
3873,4091901,12.337889494371463,0.00044385654322189543,0.003406909708903745
2127,4055700,12.337889494371463,0.00044385654322189543,0.003406909708903745
1056,4166125,12.33134891268168,0.00044541442776121484,0.003415781942858342
371,4239487,12.287669690743742,0.0004559606959447672,0.0034903585886871054
1579,436231,12.287669690743742,0.0004559606959447672,0.0034903585886871054
1493,434449,12.285472363029236,0.0004564978447054307,0.0034913251003258726
1038,434814,12.267362217027348,0.0004609493593655783,0.0035222002756558624
4222,377561,12.249806543512747,0.0004653063966312355,0.003552298699169459
1580,4173780,12.239894784061196,0.0004677846691518116,0.003568012866950577
2511,43021250,12.231265566126943,0.00046995310781368285,0.003581337719365796
2310,4186463,12.223709532816972,0.00047186019450559647,0.0035926488106756745
744,40481302,12.211522014601497,0.0004749527062048568,0.0036129571572270976
1711,4013526,12.208135641040924,0.0004758156044021883,0.003616283712527186
628,196236,12.20613153611439,0.00047632702511785416,0.0036169354177179687
381,4256228,12.20071520322415,0.0004777119780603064,0.0036242131049807353
1323,4169954,12.19373157807926,0.00047950368655018513,0.0036345609497028756
2874,380395,12.18048909066945,0.00048291980419279385,0.0036539355086608813
1545,141650,12.18048909066945,0.00048291980419279385,0.0036539355086608813
796,4306292,12.129256229068616,0.0004963691289396945,0.0037523563065841497
741,443558,12.10857285929469,0.000501905343818802,0.0037908352946029867
1518,4096856,12.097075785808565,0.0005050096161077508,0.0038108940568983645
254,433516,12.092974839816836,0.0005061215768099522,0.0038158962184154073
244,259153,12.077977283032855,0.0005102092119506092,0.0038433046754825584
2977,4013596,12.0712310545149,0.0005120587698281722,0.003853820520132842
3134,439278,12.057517293076618,0.0005158394479203935,0.0038788387513093658
2589,4207936,12.021791365230355,0.000525821405195744,0.003946912084759926
2128,46269755,12.021791365230355,0.000525821405195744,0.003946912084759926
574,439846,12.001687286230307,0.0005315240643653413,0.0039820208190341115
2299,4048684,11.997383710237074,0.0005327528932123662,0.0039820208190341115
2403,4241033,11.997383710237074,0.0005327528932123662,0.0039820208190341115
2609,314664,11.997383710237074,0.0005327528932123662,0.0039820208190341115
5275,4014066,11.997072362696137,0.0005328419055245127,0.0039820208190341115
708,45768963,11.976598866670368,0.0005387282241994606,0.004022472514079804
2986,4263360,11.962974484235781,0.000542681694972846,0.004048434031768457
2121,4033802,11.954461753385509,0.0005451667407787938,0.004063405084559132
1783,4130023,11.938547056805746,0.0005498434341499937,0.00409467104292068
698,37109301,11.915700854279596,0.0005566279204428466,0.004141565183890427
2373,74130,11.877935138231116,0.0005680288129284522,0.004222695383598476
1689,439937,11.871731966562635,0.0005699238729288873,0.004233079675067094
1474,4030035,11.865561224248129,0.0005718153593182516,0.0042434193084080205
41,377545,11.847408020623817,0.0005774165998749885,0.00428124681425635
1765,31057,11.841845375972712,0.00057914403940435,0.004290311162004151
800,36713170,11.821717108148395,0.0005854384480140683,0.004333162450152908
1079,436353,11.789982434616629,0.0005955029709831323,0.0044038196209257394
730,37396146,11.77178825432663,0.0006013517960298018,0.004443205400752371
1935,440058,11.765516509845016,0.000603381369943514,0.004450461371883714
525,437828,11.765516509845016,0.000603381369943514,0.004450461371883714
2113,135214,11.749221226046384,0.0006086870144014894,0.004485701267449659
688,201905,11.707751865489438,0.0006224026898423285,0.004582803860996764
2768,36712794,11.659148810856497,0.0006388756564220669,0.004695957138943168
3135,372604,11.659148810856497,0.0006388756564220669,0.004695957138943168
1007,438383,11.59730773821747,0.0006604736435721779,0.004850513871592736
2819,4320332,11.562510615679368,0.0006729492607543639,0.004937866898644067
4042,432612,11.52279551626173,0.0006874792791668752,0.0050401306601216035
2643,441969,11.516335793791223,0.0006898723976459148,0.005053315312756326
